(0,1)	2794
(0,7)	1233
(0,25)	1747
(0,43)	1280
(0,49)	1288
(0,67)	712
(0,70)	1184
(0,106)	1113
(0,115)	407
(0,139)	2097727
(0,199)	1213
(0,346)	660
(0,427)	1276
(0,445)	25782282
(0,487)	632
(0,526)	715
(0,544)	1315
(0,607)	706
(0,610)	725
(0,706)	802
(0,751)	814
(0,760)	824
(0,775)	926
(0,1093)	2812
(0,1099)	2741
(0,1525)	5077
(0,1813)	2914
(0,2119)	2430
(0,2401)	2422
(0,2605)	2499
(0,3130)	1846
(0,3493)	2457
(0,5002)	1237
(0,5680)	635
(0,6001)	1195
(0,6007)	1228
(0,6346)	1244
(0,6445)	4
(0,6667)	1221
(0,7000)	1169
(0,7006)	507
(0,9103)	1211
(0,9673)	3
(0,10000)	1248
(0,10051)	527
(0,11371)	628
(0,13720)	609
(1,0)	2378
(7,0)	872
(22,60177)	4
(25,0)	1282
(43,0)	872
(49,0)	874
(67,0)	398
(70,0)	856
(80,1109)	438
(80,1127)	426
(80,1178)	443
(80,1352)	477
(80,1433)	457
(80,1529)	435
(80,1646)	388
(80,1958)	286
(80,2003)	292
(80,2111)	285
(80,2135)	282
(80,2432)	257
(80,2603)	310
(80,4094)	257
(80,4373)	236
(80,4559)	218
(80,5354)	1
(80,8081)	2
(80,10082)	1
(80,60179)	164
(88,1080)	105
(88,1194)	113
(88,1314)	76
(88,1677)	72
(88,1701)	79
(88,2010)	78
(88,2049)	86
(88,2430)	76
(88,2601)	83
(88,2607)	71
(88,2988)	72
(88,4353)	65
(88,4557)	49
(88,60177)	114
(106,0)	867
(111,901)	10
(111,994)	12
(115,0)	395
(135,1300)	231
(135,1645)	218
(135,1957)	219
(135,2053)	254
(135,2086)	188
(135,2101)	226
(135,2431)	235
(135,2602)	216
(135,2608)	213
(135,2947)	212
(135,2989)	210
(135,4369)	189
(135,4600)	181
(135,5269)	1
(139,0)	1814224
(139,1236)	205
(139,1434)	674
(139,1524)	195
(139,1812)	232
(139,1863)	134
(139,1959)	131
(139,2121)	145
(139,2433)	188
(139,2583)	137
(139,2604)	216
(139,2628)	143
(139,2811)	135
(139,3306)	105
(139,3690)	177
(139,4224)	171
(139,4569)	90
(139,4899)	109
(139,5052)	1
(139,57000)	58
(199,0)	871
(346,0)	395
(389,1109)	376
(389,1127)	328
(389,1178)	324
(389,1352)	285
(389,1433)	273
(389,1529)	293
(389,1646)	282
(389,1958)	292
(389,2003)	283
(389,2111)	258
(389,2135)	301
(389,2432)	305
(389,2603)	280
(389,4094)	269
(389,4373)	243
(389,4559)	236
(389,5051)	2
(389,5666)	1
(389,5675)	1
(389,13724)	1
(389,60179)	115
(427,0)	875
(443,1094)	59
(443,1214)	67
(443,1241)	88
(443,1313)	77
(443,1649)	77
(443,2000)	71
(443,2105)	69
(443,2150)	52
(443,2600)	46
(443,2606)	77
(443,2792)	74
(443,3050)	65
(443,3632)	61
(443,3689)	92
(443,4031)	37
(443,4190)	61
(443,4691)	67
(443,4949)	53
(443,5432)	3
(443,5672)	1
(443,6002)	2
(443,6347)	2
(443,6446)	2
(443,7007)	2
(443,7100)	1
(445,0)	15510057
(445,1236)	611
(445,1434)	713
(445,1524)	517
(445,1812)	586
(445,1863)	445
(445,1959)	492
(445,2121)	820
(445,2433)	562
(445,2583)	372
(445,2604)	913
(445,2628)	514
(445,2811)	451
(445,3306)	450
(445,3690)	418
(445,4224)	405
(445,4569)	383
(445,4899)	391
(445,5052)	1
(445,5061)	1
(445,5667)	1
(445,6000)	1
(445,6006)	1
(445,57000)	220
(487,0)	391
(526,0)	394
(544,0)	864
(607,0)	450
(610,0)	442
(628,2049)	4
(655,2049)	8
(706,0)	528
(751,0)	550
(754,2049)	161
(760,0)	538
(775,0)	582
(808,2049)	131
(871,2049)	117
(901,111)	9
(901,2049)	92
(994,111)	12
(994,2049)	81
(1080,88)	80
(1093,0)	2428
(1094,443)	57
(1094,1433)	1
(1099,0)	2360
(1109,80)	575
(1109,389)	284
(1127,80)	589
(1127,389)	253
(1178,80)	607
(1178,389)	236
(1194,88)	87
(1214,443)	69
(1236,139)	294
(1236,445)	1643
(1241,443)	88
(1241,60179)	5
(1300,135)	170
(1313,443)	83
(1314,88)	52
(1352,80)	612
(1352,389)	221
(1352,4190)	1
(1433,80)	565
(1433,389)	206
(1433,1094)	71
(1433,1214)	76
(1433,1241)	71
(1433,1313)	75
(1433,1649)	71
(1433,2000)	74
(1433,2105)	78
(1433,2150)	77
(1433,2600)	76
(1433,2606)	76
(1433,2792)	80
(1433,3050)	83
(1433,3632)	76
(1433,3689)	78
(1433,4031)	71
(1433,4190)	78
(1433,4691)	83
(1433,4949)	76
(1434,139)	783
(1434,445)	2129
(1524,139)	206
(1524,445)	525
(1525,0)	4861
(1529,80)	561
(1529,389)	224
(1645,135)	161
(1646,80)	518
(1646,389)	215
(1649,443)	75
(1677,88)	60
(1677,8080)	1
(1701,88)	60
(1812,139)	354
(1812,445)	948
(1813,0)	2743
(1863,139)	220
(1863,445)	1029
(1957,135)	152
(1958,80)	405
(1958,389)	217
(1959,139)	236
(1959,445)	637
(2000,443)	67
(2000,60179)	1
(2003,80)	406
(2003,389)	209
(2010,22)	314
(2010,88)	60
(2049,88)	67
(2049,628)	6
(2049,655)	11
(2049,754)	163
(2049,808)	128
(2049,871)	123
(2049,901)	97
(2049,994)	81
(2053,135)	184
(2086,135)	126
(2101,135)	165
(2105,443)	69
(2111,80)	383
(2111,389)	197
(2119,0)	2139
(2121,139)	234
(2121,445)	849
(2135,80)	403
(2135,389)	234
(2150,443)	47
(2401,0)	2140
(2430,88)	64
(2431,135)	171
(2432,80)	370
(2432,389)	238
(2433,139)	277
(2433,445)	553
(2583,139)	231
(2583,445)	437
(2600,443)	41
(2601,88)	66
(2602,135)	160
(2603,80)	427
(2603,389)	215
(2604,139)	341
(2604,445)	1070
(2605,0)	2167
(2606,443)	72
(2606,548)	1
(2607,88)	58
(2608,135)	150
(2628,139)	289
(2628,445)	1194
(2792,443)	75
(2811,139)	278
(2811,445)	533
(2947,135)	152
(2988,88)	59
(2989,135)	150
(3050,443)	56
(3130,0)	1608
(3306,139)	165
(3306,445)	459
(3493,0)	2110
(3632,443)	64
(3689,443)	88
(3690,139)	768
(3690,445)	469
(4031,443)	36
(4094,80)	373
(4094,389)	198
(4190,443)	56
(4190,1352)	1
(4224,139)	280
(4224,445)	471
(4353,88)	49
(4369,135)	119
(4373,80)	337
(4373,389)	179
(4557,88)	37
(4559,80)	313
(4559,389)	171
(4569,139)	147
(4569,445)	1664
(4600,135)	125
(4691,443)	65
(4899,139)	190
(4899,445)	423
(4949,443)	54
(5002,0)	859
(5051,389)	1
(5052,139)	1
(5052,445)	1
(5061,445)	1
(5269,135)	1
(5354,80)	2
(5432,443)	2
(5666,389)	1
(5672,443)	1
(5675,389)	1
(5680,0)	404
(6001,0)	873
(6002,443)	2
(6006,445)	1
(6007,0)	861
(6346,0)	873
(6347,443)	2
(6445,0)	2
(6446,443)	2
(6667,0)	876
(7000,0)	874
(7006,0)	395
(7007,443)	2
(7100,443)	1
(8021,2150)	1
(8080,1677)	2
(8080,60177)	1
(8081,80)	2
(9103,0)	870
(9673,0)	1
(10000,0)	892
(10051,0)	395
(10082,80)	1
(11371,0)	393
(13720,0)	401
(57000,139)	56
(57000,445)	235
(60177,22)	8
(60177,88)	80
(60177,8080)	1
(60179,80)	176
(60179,389)	81
(60179,1241)	8
(0,11)	666
(0,17)	1207
(0,20)	1585
(0,53)	1444
(0,68)	658
(0,77)	553
(0,80)	4773759
(0,95)	677
(0,101)	715
(0,107)	690
(0,110)	1297
(0,143)	1127
(0,161)	1257
(0,194)	652
(0,206)	619
(0,347)	600
(0,389)	1987693
(0,464)	1578
(0,512)	1311
(0,530)	569
(0,554)	1492
(0,563)	1227
(0,587)	1250
(0,611)	791
(0,749)	1491
(0,989)	837
(0,992)	1577
(0,1001)	1462
(0,1094)	2876
(0,1214)	4402
(0,1241)	55125
(0,1313)	1936
(0,1649)	1947
(0,2000)	2621
(0,2105)	2482
(0,2150)	1996
(0,2600)	2185
(0,2606)	1903
(0,2792)	1872
(0,3050)	2338
(0,3632)	1848
(0,3689)	2397
(0,4031)	1781
(0,4190)	1175
(0,4691)	1179
(0,4949)	1155
(0,5432)	1198
(0,5672)	796
(0,6002)	16146
(0,6347)	628
(0,6446)	3
(0,7001)	1261
(0,7007)	1243
(0,7100)	1259
