C10,13.3029292240576,-14.3742881309037,-64.4928301454144,25.0204869382136
C100,-51.9734463240961,-5.92820099006368,21.0993168272807,48.4883046603179
C1000,-41.9852327461535,-29.9860248640469,-10.9126814669476,9.58376162103333
C10001,-1.54879220780535,60.5140384404983,21.7643548357061,-22.5180353435744
C10003,-0.250673158073811,-18.4403343135643,26.2257920915331,-68.0059989620805
C10005,-37.7463987842434,-17.306611441571,-5.18159481654994,23.9546097213006
C10008,-5.54234628465079,-17.204854154579,18.2011842165524,-63.118793879311
C1001,-35.8183589763488,-14.94094779693,-3.79427746014768,26.3087220894025
C10010,-26.9171489832273,-1.2324045978322,-31.7961084922248,40.3850789852601
C10012,54.817141235437,-13.5460236274481,-9.1300450254909,36.7827887763273
C10014,-51.7056031633676,-5.67446006988934,20.6275050795509,49.5712238479084
C10016,-0.970217441189057,-17.7735883669399,29.4186997656117,-66.7227864191432
C10018,70.1056324386897,-23.7335523084344,4.30920984019558,0.0238682208915836
C1002,-30.0702484498284,15.9122908942886,31.8617380737992,41.1284170801569
C10020,-32.2992753718748,15.8076107491807,32.7295764457135,39.1279034050664
C10022,5.74140686507561,46.9944154166367,-29.5463700263304,-33.3270614984719
C10024,81.3023703760069,-14.7878630645931,12.0639189602892,14.4809017960921
C10026,47.6151675480469,10.7243811489458,-50.8035409074688,21.4598818930833
C10028,-38.4310315151768,13.9472822945054,20.8412616727274,39.8798553744833
C1003,5.03143677125943,-14.0880798339128,-36.5591434374063,-15.0614820027517
C10031,56.6352371220934,12.5433019775914,-44.4004799091482,7.41763368368444
C10033,58.457565598841,-11.8114989273894,-7.63556208784277,34.6416219004375
C10035,-63.7432410112901,-25.6863860285659,8.14808829555057,36.9638231602726
C10037,-22.3559842050076,-43.8672853179158,-19.7190943320864,-5.63618494484769
C10039,-56.1111797671518,-11.803832077105,19.2904635008032,43.5951610581425
C1004,4.97859032780918,53.0543000381795,1.92935454780676,-4.76041407453849
C10041,50.0149492398316,6.38175059739059,-47.9696210664962,14.0151854172186
C10043,68.5786069580589,-5.85961193355764,-8.60904115018739,24.3571985135479
C10045,5.57944141217471,52.2980801367134,-18.841920438095,-34.1605996231962
C10047,-40.4367386860117,-9.1702867803322,-0.964399565539736,28.4863603402729
C10049,-50.1644586790938,-43.45622316015,4.29579799632063,12.1430374870679
